elapsed_s,tcp_x_m,tcp_y_m,tcp_z_m,tcp_rx_deg,tcp_ry_deg,tcp_rz_deg,rb_raw_x_m,rb_raw_y_m,rb_raw_z_m,rb_qx,rb_qy,rb_qz,rb_qw,rb_corrected_x_m,rb_corrected_y_m,rb_corrected_z_m,rb_aligned_x_m,rb_aligned_y_m,rb_aligned_z_m,mocap_age_ms,error_mm
9.4068,0.152044,0.069232,1.291672,1.097,7.5111,177.507,-0.305487,2.110941,-0.193315,0.390093,-0.446487,-0.805012,-0.020803,-0.29583,2.118127,-0.187021,0.152951,0.064362,1.293303,-0.79,5.2149
9.5581,0.153742,0.074727,1.290007,1.1543,7.4307,177.6634,-0.301364,2.1092,-0.189025,0.388359,-0.445577,-0.806317,-0.022171,-0.29167,2.116334,-0.182728,0.155062,0.069968,1.29155,1.014,5.1742
9.7085,0.154658,0.07774,1.28908,1.1857,7.3866,177.7492,-0.298903,2.108267,-0.187135,0.387368,-0.445792,-0.806728,-0.020163,-0.289201,2.115431,-0.180885,0.155679,0.072994,1.290674,1.585,5.1095
9.8659,0.154946,0.078655,1.288815,1.1927,7.3753,177.7693,-0.298273,2.107971,-0.186462,0.388459,-0.445446,-0.806335,-0.022377,-0.28858,2.115101,-0.18016,0.15607,0.073867,1.29035,0.54,5.1516
10.0225,0.155759,0.080955,1.288299,1.191,7.3623,177.7729,-0.296665,2.107481,-0.184932,0.388281,-0.445696,-0.806314,-0.021224,-0.286974,2.114634,-0.178652,0.156751,0.075966,1.289899,6.379,5.3322
10.1817,0.157433,0.08574,1.287204,1.1874,7.3353,177.7804,-0.293271,2.106432,-0.181427,0.387985,-0.444902,-0.806881,-0.021727,-0.283575,2.113567,-0.175135,0.158488,0.080546,1.288865,6.526,5.5544
10.3431,0.159996,0.093199,1.285447,1.1817,7.2932,177.7922,-0.287552,2.104571,-0.175961,0.388668,-0.445026,-0.806473,-0.022126,-0.277865,2.111706,-0.169654,0.161019,0.088059,1.287062,2.744,5.4837
10.4967,0.162224,0.099819,1.283835,1.1767,7.2557,177.8027,-0.282519,2.102941,-0.170689,0.389032,-0.444089,-0.806806,-0.022427,-0.272841,2.110068,-0.164362,0.163671,0.094869,1.285473,5.928,5.4106
10.6498,0.163667,0.104179,1.282747,1.1733,7.231,177.8096,-0.278934,2.101794,-0.167472,0.388181,-0.444311,-0.807146,-0.020452,-0.26925,2.108953,-0.161188,0.165015,0.099478,1.284395,1.027,5.1616
10.809,0.16433,0.106203,1.282234,1.1718,7.2195,177.8129,-0.277341,2.101131,-0.165941,0.386764,-0.444511,-0.807707,-0.020821,-0.267628,2.108268,-0.159677,0.165691,0.101595,1.283727,1.23,5.0319
10.9854,0.16474,0.107461,1.281913,1.1708,7.2124,177.8149,-0.276485,2.100905,-0.165093,0.388249,-0.444338,-0.807103,-0.020292,-0.266804,2.108069,-0.158811,0.166125,0.10271,1.283535,0.912,5.2082
11.1365,0.165848,0.110888,1.28103,1.168,7.193,177.8204,-0.273955,2.099997,-0.16271,0.387717,-0.443577,-0.80775,-0.021314,-0.26426,2.107129,-0.156413,0.167211,0.10604,1.282621,4.178,5.2811
11.2963,0.167784,0.116966,1.279431,1.1631,7.1585,177.8303,-0.269423,2.098462,-0.15873,0.387328,-0.443893,-0.807789,-0.020346,-0.259726,2.105611,-0.152456,0.168862,0.111839,1.28115,3.802,5.5138
11.4604,0.170249,0.124877,1.277288,1.1567,7.1135,177.8431,-0.263249,2.096272,-0.152682,0.388538,-0.443572,-0.80736,-0.02128,-0.253569,2.103415,-0.146372,0.171747,0.120016,1.279015,0.953,5.372
11.6115,0.171863,0.130174,1.275813,1.1524,7.0833,177.8518,-0.258833,2.09457,-0.148992,0.38796,-0.444023,-0.807383,-0.021518,-0.24914,2.101704,-0.142694,0.173189,0.125604,1.27735,3.581,5.0003
11.7602,0.172778,0.133217,1.274951,1.1499,7.0659,177.8567,-0.256498,2.093635,-0.146663,0.38884,-0.443143,-0.807447,-0.021404,-0.246825,2.100776,-0.140342,0.17433,0.128707,1.276445,1.805,4.998
11.9227,0.173084,0.134244,1.274658,1.149,7.0601,177.8584,-0.255889,2.093448,-0.145802,0.389673,-0.442797,-0.807246,-0.020955,-0.246235,2.100605,-0.13947,0.174869,0.129612,1.27628,5.702,5.2215
12.0875,0.173747,0.136473,1.274017,1.1472,7.0473,177.8619,-0.254089,2.092805,-0.144404,0.388837,-0.443044,-0.807523,-0.020608,-0.244421,2.099962,-0.138093,0.175342,0.131845,1.275656,0.897,5.1626
12.2471,0.17511,0.141119,1.272664,1.1434,7.0207,177.8694,-0.250534,2.091455,-0.14151,0.388807,-0.443133,-0.807475,-0.021128,-0.240862,2.098602,-0.135194,0.17645,0.136312,1.274333,6.381,5.2622
12.4012,0.177091,0.148007,1.270611,1.1377,6.9812,177.8804,-0.245267,2.089376,-0.136692,0.388431,-0.442963,-0.807772,-0.020218,-0.235593,2.096536,-0.130392,0.17855,0.14314,1.272321,2.402,5.3613
12.5664,0.17913,0.155275,1.268387,1.1316,6.9394,177.892,-0.239358,2.086939,-0.131464,0.388266,-0.441785,-0.808485,-0.020656,-0.229683,2.094081,-0.125148,0.180776,0.150741,1.269927,0.875,5.064
12.732,0.180379,0.159827,1.266963,1.1278,6.9132,177.8993,-0.235843,2.085371,-0.128338,0.38732,-0.441939,-0.808874,-0.019897,-0.226154,2.092519,-0.122049,0.182076,0.155266,1.268401,-0.879,5.0738
12.9059,0.180883,0.161687,1.266375,1.1263,6.9025,177.9023,-0.234153,2.084913,-0.127191,0.388093,-0.442155,-0.808386,-0.01987,-0.224478,2.092071,-0.120893,0.182409,0.157279,1.267972,4.474,4.9303
13.0798,0.181047,0.162383,1.265901,1.0942,6.9201,177.8911,-0.233656,2.084436,-0.126751,0.388562,-0.442274,-0.808111,-0.019216,-0.223994,2.091613,-0.120455,0.182596,0.157908,1.267519,6.055,5.0052
13.2279,0.181416,0.16399,1.264779,1.017,6.9627,177.864,-0.232584,2.08337,-0.125461,0.388995,-0.442569,-0.807739,-0.019335,-0.222928,2.090551,-0.119161,0.183308,0.159432,1.266467,2.709,5.2153
13.3829,0.182028,0.166709,1.262863,0.8857,7.0341,177.8177,-0.230113,2.08137,-0.124165,0.390085,-0.443822,-0.806531,-0.019098,-0.220474,2.088576,-0.117865,0.183427,0.162225,1.264519,-0.81,4.981
13.5451,0.182883,0.170637,1.260058,0.6947,7.1361,177.75,-0.227217,2.078541,-0.121705,0.389287,-0.444129,-0.806825,-0.015453,-0.217584,2.085813,-0.115473,0.184346,0.165885,1.261787,2.951,5.2639
13.7059,0.183913,0.175601,1.25645,0.4509,7.2629,177.6631,-0.223286,2.075008,-0.118684,0.389997,-0.444725,-0.806166,-0.014747,-0.213669,2.082306,-0.112457,0.18539,0.170745,1.258322,7.049,5.4093
13.8605,0.18487,0.180481,1.252832,0.2086,7.3852,177.5762,-0.21903,2.071109,-0.115606,0.390897,-0.446372,-0.804876,-0.011269,-0.209446,2.078496,-0.109435,0.186307,0.175891,1.254558,2.892,5.1096
14.0158,0.185593,0.184369,1.249898,0.0136,7.4809,177.5058,-0.215897,2.06818,-0.113211,0.392192,-0.447063,-0.803854,-0.011806,-0.206332,2.075575,-0.107019,0.187151,0.179765,1.251669,8.269,5.1734
14.1708,0.186094,0.18718,1.247747,-0.1284,7.5491,177.4544,-0.213455,2.065877,-0.111331,0.39304,-0.447654,-0.803132,-0.01025,-0.203914,2.073316,-0.105155,0.187797,0.182769,1.249436,2.892,5.0208
14.3225,0.186402,0.188965,1.246369,-0.2191,7.592,177.4214,-0.211825,2.064392,-0.110309,0.393172,-0.44795,-0.802893,-0.010966,-0.202281,2.07182,-0.104124,0.188026,0.1847,1.247959,6.039,4.8326
14.4807,0.186542,0.189788,1.24573,-0.261,7.6117,177.4062,-0.2113,2.063535,-0.10947,0.394368,-0.44777,-0.80241,-0.010672,-0.201781,2.070981,-0.103269,0.188582,0.185525,1.247124,6.687,4.9278
14.6349,0.186702,0.190459,1.245282,-0.2728,7.6215,177.4173,-0.210695,2.063126,-0.109105,0.393854,-0.447917,-0.802585,-0.010337,-0.201168,2.070574,-0.102918,0.188637,0.186232,1.246723,2.661,4.867
14.7889,0.187188,0.192454,1.243958,-0.3034,7.6495,177.455,-0.209101,2.061892,-0.108138,0.392058,-0.448105,-0.803375,-0.009049,-0.199548,2.069347,-0.102001,0.188772,0.188102,1.245515,6.627,4.8856
14.9499,0.188042,0.19596,1.241605,-0.3573,7.699,177.5216,-0.206479,2.059518,-0.105591,0.393487,-0.448812,-0.802276,-0.009409,-0.196948,2.066985,-0.099434,0.189976,0.191569,1.243179,0.759,5.0493
15.108,0.189226,0.200832,1.238276,-0.4328,7.7685,177.6147,-0.202566,2.056172,-0.102566,0.391487,-0.449482,-0.802904,-0.006963,-0.193011,2.063669,-0.096484,0.190952,0.19642,1.239905,0.858,5.0104
15.2668,0.190738,0.207071,1.233912,-0.5302,7.8587,177.7347,-0.197701,2.051826,-0.098515,0.391181,-0.450682,-0.80239,-0.005889,-0.188143,2.059348,-0.092467,0.192493,0.202575,1.235635,1.173,5.1241
15.4306,0.192638,0.214938,1.228241,-0.6545,7.9744,177.8875,-0.191736,2.046301,-0.093597,0.390299,-0.451391,-0.802425,-0.005264,-0.182163,2.053829,-0.08758,0.19434,0.21012,1.230179,6.419,5.4651
15.5877,0.194408,0.222293,1.222764,-0.7722,8.0847,178.032,-0.185857,2.040594,-0.088629,0.389434,-0.451505,-0.802789,-0.003868,-0.176277,2.048141,-0.082647,0.196267,0.217601,1.224553,5.566,5.355
15.7382,0.19576,0.227934,1.218445,-0.8635,8.1707,178.1439,-0.181199,2.036206,-0.084872,0.388743,-0.452878,-0.802356,-0.002446,-0.171611,2.043781,-0.078938,0.197614,0.223444,1.220243,5.29,5.1799
15.8919,0.19683,0.232408,1.214944,-0.9366,8.2398,178.2333,-0.177484,2.032495,-0.081881,0.387945,-0.453315,-0.802497,-0.001368,-0.167888,2.040084,-0.07598,0.198685,0.228108,1.216586,0.96,4.9624
16.0727,0.197684,0.235989,1.212094,-0.9955,8.2957,178.3053,-0.174529,2.029584,-0.079383,0.388049,-0.453728,-0.802215,-0.000708,-0.164938,2.037189,-0.073495,0.199663,0.231864,1.213722,6.209,4.856
16.2318,0.19809,0.237694,1.21072,-1.0237,8.3225,178.3398,-0.173275,2.028109,-0.078233,0.388974,-0.453867,-0.801687,-0.001377,-0.163695,2.035712,-0.072322,0.200186,0.233501,1.212257,8.104,4.9334
16.3998,0.198232,0.238334,1.210294,-1.0302,8.3268,178.3485,-0.172883,2.027729,-0.07781,0.388611,-0.453653,-0.801984,-0.001442,-0.163297,2.035326,-0.071901,0.200396,0.234044,1.211875,8.894,5.0585
16.5685,0.198712,0.240848,1.209248,-1.0277,8.3039,178.3529,-0.170724,2.026649,-0.076449,0.388017,-0.45408,-0.802031,-0.000911,-0.161129,2.034252,-0.070563,0.200681,0.236587,1.210825,1.73,4.9524
16.7306,0.199653,0.245879,1.207132,-1.0226,8.2579,178.3618,-0.167461,2.024825,-0.074148,0.385796,-0.453357,-0.803509,0.001735,-0.157846,2.032452,-0.068327,0.201301,0.240526,1.209061,18.172,5.9236
16.8934,0.20101,0.253409,1.203905,-1.0149,8.1889,178.3752,-0.160751,2.021195,-0.069122,0.387576,-0.452682,-0.803034,-0.000482,-0.151155,2.028794,-0.063232,0.20305,0.248783,1.205475,2.666,5.2938
17.0486,0.202062,0.259495,1.201245,-1.0087,8.133,178.386,-0.15563,2.018629,-0.065646,0.388328,-0.45205,-0.803027,-0.000357,-0.146052,2.026236,-0.059739,0.204031,0.254912,1.202973,7.893,5.2784
17.2112,0.202715,0.263402,1.199512,-1.0047,8.097,178.393,-0.152155,2.016615,-0.063144,0.387493,-0.452009,-0.803453,0.000498,-0.142567,2.02423,-0.057262,0.204782,0.259139,1.201004,3.87,4.9672
17.3702,0.202942,0.264779,1.198896,-1.0033,8.0844,178.3955,-0.150957,2.016073,-0.062298,0.388242,-0.4522,-0.802983,-0.001016,-0.141371,2.023667,-0.056384,0.205066,0.2606,1.200454,4.66,4.9407
17.5245,0.203169,0.266174,1.198271,-1.002,8.0715,178.3978,-0.149847,2.015439,-0.061487,0.38752,-0.452274,-0.803291,0.000548,-0.140259,2.023056,-0.055608,0.205293,0.261943,1.199855,-0.792,4.993
17.6855,0.203787,0.270038,1.196525,-0.9984,8.0359,178.4044,-0.146646,2.013705,-0.059357,0.387814,-0.451138,-0.803786,-0.001616,-0.137053,2.021277,-0.053428,0.205894,0.265789,1.198111,0.944,5.0007
17.8533,0.204819,0.276728,1.193456,-0.9922,7.9741,178.4158,-0.141352,2.010638,-0.055765,0.38714,-0.450584,-0.804423,0.001043,-0.131766,2.018253,-0.04988,0.206844,0.272112,1.195145,1.981,5.3162
18.0185,0.205882,0.28399,1.190058,-0.9854,7.9068,178.4282,-0.13514,2.00704,-0.051393,0.388654,-0.450505,-0.803737,-0.000678,-0.12557,2.014637,-0.045457,0.208195,0.279636,1.191596,2.495,5.1642
18.18,0.206538,0.288679,1.187827,-0.9809,7.8633,178.4362,-0.131151,2.004709,-0.048639,0.389087,-0.450452,-0.803556,-0.001335,-0.121586,2.012297,-0.042687,0.208997,0.284443,1.1893,5.507,5.1145
18.3403,0.206833,0.29085,1.186784,-0.9789,7.8431,178.44,-0.129056,2.003676,-0.047688,0.38672,-0.449873,-0.805022,0.001191,-0.119466,2.011285,-0.041803,0.208892,0.286748,1.188313,7.531,4.8371
18.5033,0.206986,0.29193,1.186199,-0.9544,7.8065,178.4473,-0.128131,2.003114,-0.047,0.387727,-0.449757,-0.804602,-0.001238,-0.118543,2.010685,-0.041062,0.209167,0.287904,1.187723,4.725,4.8248
