elapsed_s,tcp_x_m,tcp_y_m,tcp_z_m,tcp_rx_deg,tcp_ry_deg,tcp_rz_deg,rb_raw_x_m,rb_raw_y_m,rb_raw_z_m,rb_qx,rb_qy,rb_qz,rb_qw,rb_aligned_x_m,rb_aligned_y_m,rb_aligned_z_m,mocap_age_ms,error_mm
39.8282,0.11964,0.761041,0.663535,1.3015,2.858,176.6552,0.3368,1.460038,0.061234,0.018813,0.038389,0.020847,-0.998868,0.114627,0.750824,0.657024,0.629,13.1114
39.9382,0.119417,0.761092,0.663211,1.299,2.8523,176.6612,0.33699,1.459649,0.061097,0.018505,0.037626,0.022031,-0.998878,0.114406,0.750936,0.656643,2.366,13.0913
40.0451,0.118847,0.761221,0.662382,1.2928,2.8379,176.6767,0.337498,1.458814,0.060649,0.019391,0.041658,0.021512,-0.998712,0.11375,0.751196,0.655832,0.609,13.0152
40.1528,0.117706,0.761475,0.660724,1.2802,2.8089,176.7076,0.338089,1.457156,0.059825,0.017133,0.03828,0.022286,-0.998872,0.112695,0.751369,0.654209,0.555,13.0263
40.2624,0.115994,0.761843,0.658237,1.2613,2.7654,176.7541,0.339059,1.454827,0.058389,0.018899,0.042257,0.020052,-0.998727,0.110902,0.751611,0.651939,1.94,13.0505
40.3681,0.113758,0.762302,0.654995,1.2367,2.7085,176.8149,0.340189,1.451829,0.056678,0.016088,0.034997,0.021302,-0.999031,0.10877,0.751879,0.64901,6.601,13.0133
40.4669,0.11139,0.762761,0.651567,1.2106,2.6482,176.8793,0.341662,1.448302,0.054743,0.018166,0.041878,0.018403,-0.998788,0.106266,0.752357,0.645567,6.39,13.0581
40.4881,0.110909,0.762851,0.650872,1.2053,2.6359,176.8923,0.342005,1.447586,0.054188,0.017404,0.035938,0.020012,-0.999002,0.105593,0.752419,0.644873,0.7,13.1553
40.6044,0.108766,0.763237,0.647775,1.1817,2.5811,176.9507,0.34328,1.444326,0.052443,0.017136,0.041559,0.018174,-0.998824,0.103357,0.752805,0.641687,2.441,13.234
40.72,0.107282,0.763491,0.645632,1.1654,2.5432,176.9911,0.344243,1.442105,0.051126,0.01694,0.039269,0.018756,-0.998909,0.101676,0.753093,0.639523,0.971,13.299
