elapsed_s,tcp_x_m,tcp_y_m,tcp_z_m,tcp_rx_deg,tcp_ry_deg,tcp_rz_deg,rb_raw_x_m,rb_raw_y_m,rb_raw_z_m,rb_qx,rb_qy,rb_qz,rb_qw,rb_aligned_x_m,rb_aligned_y_m,rb_aligned_z_m,mocap_age_ms,error_mm
42.4596,0.085618,0.765954,0.614551,0.9242,1.982,177.583,0.354947,1.411394,0.032665,0.013608,0.035321,0.013499,-0.999192,0.079397,0.754636,0.609525,6.667,13.8585
42.6171,0.0825,0.76612,0.6101,0.8899,1.9002,177.6689,0.356327,1.406702,0.029865,0.013148,0.035217,0.011729,-0.999224,0.076127,0.754653,0.604935,5.656,14.0988
42.7689,0.08065,0.766197,0.607461,0.8696,1.8515,177.7199,0.357435,1.403901,0.028117,0.013567,0.036962,0.012746,-0.999143,0.073979,0.754883,0.602205,7.546,14.1475
42.9205,0.079928,0.766222,0.606431,0.8616,1.8324,177.7398,0.357633,1.402764,0.027409,0.012981,0.036794,0.012009,-0.999166,0.073221,0.754751,0.601089,0.911,14.3209
43.0762,0.079318,0.766241,0.605561,0.8549,1.8163,177.7567,0.357918,1.401962,0.026902,0.012397,0.035275,0.013044,-0.999216,0.072615,0.754785,0.600307,6.243,14.2747
43.2271,0.07763,0.766285,0.603155,0.8363,1.7717,177.8034,0.358689,1.399579,0.025269,0.012306,0.033872,0.010967,-0.99929,0.070734,0.754761,0.597983,-0.879,14.3913
43.3874,0.07463,0.766329,0.598879,0.8033,1.6922,177.8867,0.360056,1.395472,0.022604,0.014235,0.038694,0.012095,-0.999077,0.067609,0.75482,0.593974,0.574,14.346
43.537,0.071155,0.766325,0.59393,0.7649,1.5995,177.9834,0.361582,1.390428,0.019503,0.013782,0.042834,0.010404,-0.998933,0.063994,0.754836,0.589043,0.553,14.3923
43.6916,0.068586,0.766283,0.590274,0.7365,1.5308,178.0551,0.362214,1.386818,0.017135,0.011213,0.031443,0.008638,-0.999405,0.061482,0.75437,0.585505,4.991,14.6674
43.8473,0.067153,0.766246,0.588236,0.7207,1.4923,178.0952,0.362719,1.384659,0.015724,0.010888,0.029866,0.008981,-0.999454,0.059927,0.754207,0.583393,2.198,14.8533
44.0055,0.06673,0.766234,0.587634,0.716,1.4809,178.107,0.362795,1.384122,0.015394,0.011229,0.032877,0.006172,-0.999377,0.059582,0.75413,0.582866,0.603,14.843
44.1576,0.065659,0.766197,0.586111,0.704,1.452,178.1371,0.363234,1.38267,0.014429,0.009734,0.029506,0.008015,-0.999485,0.058476,0.754103,0.581448,4.198,14.8188
44.3093,0.063477,0.766105,0.58301,0.6797,1.393,178.1983,0.364015,1.379789,0.012528,0.009882,0.029656,0.007473,-0.999483,0.056336,0.753971,0.578633,5.963,14.7437
44.4622,0.060194,0.765922,0.578345,0.6431,1.3037,178.2907,0.365309,1.374981,0.009393,0.010017,0.030282,0.00779,-0.999461,0.052804,0.753762,0.573932,0.578,14.8986
44.6152,0.057016,0.765694,0.573829,0.6075,1.2168,178.3806,0.366318,1.37045,0.006365,0.009681,0.029084,0.006508,-0.999509,0.049503,0.753343,0.569499,3.858,15.0909
44.7718,0.054889,0.765514,0.570809,0.5837,1.1584,178.4409,0.366957,1.367184,0.0044,0.010876,0.03227,0.004509,-0.99941,0.047358,0.753061,0.566297,0.561,15.2358
44.9289,0.05396,0.765428,0.569489,0.5733,1.1328,178.4674,0.367196,1.365946,0.003493,0.008289,0.028405,0.00346,-0.999556,0.046402,0.752878,0.565087,-0.861,15.2972
45.0879,0.053467,0.765381,0.568791,0.5678,1.1193,178.4814,0.367563,1.365206,0.00296,0.011119,0.034039,0.004695,-0.999348,0.045738,0.752973,0.564369,1.166,15.2732
45.2346,0.051987,0.765232,0.566691,0.5513,1.0786,178.5235,0.36789,1.363299,0.001654,0.009194,0.028678,0.006181,-0.999527,0.044365,0.752696,0.562502,6.212,15.2586
45.3914,0.049303,0.764935,0.562882,0.5214,1.0045,178.6001,0.3688,1.35957,-0.000784,0.009154,0.031086,0.004853,-0.999463,0.041661,0.752446,0.558853,5.256,15.1854
45.539,0.045918,0.764508,0.55808,0.4836,0.9106,178.6972,0.369639,1.354785,-0.004188,0.007538,0.026598,0.003655,-0.999611,0.038094,0.751709,0.554172,2.388,15.5014
45.6866,0.043308,0.764139,0.554377,0.4544,0.8377,178.7723,0.370267,1.351059,-0.006525,0.007792,0.027069,0.002411,-0.9996,0.035608,0.751254,0.550518,8.43,15.4983
45.8373,0.041665,0.763889,0.552045,0.4359,0.7917,178.8198,0.370802,1.348514,-0.008355,0.007533,0.027817,0.003231,-0.999579,0.033654,0.750932,0.54803,0.615,15.7543
45.9835,0.041107,0.763801,0.551252,0.4297,0.776,178.836,0.370994,1.34776,-0.008848,0.006702,0.027037,0.003683,-0.999605,0.033104,0.750889,0.547293,5.082,15.6991
46.1364,0.040438,0.763694,0.550303,0.4221,0.7571,178.8553,0.371031,1.346764,-0.009511,0.007964,0.028083,0.002304,-0.999571,0.032464,0.750634,0.546313,-1.257,15.8134
46.2863,0.038717,0.763407,0.547859,0.4026,0.7085,178.9053,0.371619,1.344461,-0.011147,0.008364,0.030795,0.002799,-0.999487,0.030666,0.750443,0.544065,-0.691,15.7242
46.4422,0.035814,0.762888,0.543737,0.3696,0.6262,178.99,0.372019,1.340585,-0.01374,0.007653,0.029772,5.2e-05,-0.999527,0.028051,0.749672,0.54026,6.063,15.7178
46.5882,0.032566,0.762257,0.539121,0.3326,0.5334,179.0852,0.372859,1.335807,-0.01712,0.005413,0.024698,0.000371,-0.99968,0.024505,0.748946,0.535585,1.356,15.9582
46.743,0.030131,0.761747,0.535659,0.3048,0.4635,179.1569,0.373575,1.332329,-0.01964,0.005784,0.02542,0.001299,-0.999659,0.021824,0.748484,0.532185,6.489,16.0306
46.8871,0.028854,0.761467,0.533842,0.2902,0.4266,179.1947,0.373764,1.330361,-0.020956,0.005736,0.025802,-0.000131,-0.999651,0.020503,0.748079,0.530254,0.602,16.1816
