elapsed_s,tcp_x_m,tcp_y_m,tcp_z_m,tcp_rx_deg,tcp_ry_deg,tcp_rz_deg,rb_raw_x_m,rb_raw_y_m,rb_raw_z_m,rb_qx,rb_qy,rb_qz,rb_qw,rb_aligned_x_m,rb_aligned_y_m,rb_aligned_z_m,mocap_age_ms,error_mm
2.7466,0.038867,-0.190565,1.337513,-2.4283,1.6457,177.8564,-0.481531,2.142881,-0.4202,0.011634,0.005074,0.00854,-0.999883,0.077794,-0.2049,1.330042,2.9,42.1497
2.8885,0.042762,-0.181919,1.338085,-2.5794,1.8222,177.4633,-0.474873,2.143503,-0.412597,0.014732,0.01164,0.007255,-0.999797,0.081576,-0.195528,1.330656,0.601,41.7965
3.034,0.046161,-0.174462,1.33849,-2.7106,1.9739,177.1223,-0.469319,2.143655,-0.406517,0.015991,0.010906,0.01033,-0.999759,0.084486,-0.187824,1.330806,7.015,41.308
3.1775,0.048835,-0.168651,1.338749,-2.8134,2.0918,176.8554,-0.465098,2.143858,-0.401084,0.017586,0.011559,0.007848,-0.999748,0.087424,-0.181602,1.330989,0.583,41.437
3.3249,0.050847,-0.164314,1.338909,-2.8905,2.1796,176.6553,-0.461763,2.143994,-0.397417,0.018572,0.014678,0.008704,-0.999682,0.089187,-0.17697,1.331124,6.342,41.119
3.4677,0.052131,-0.161558,1.338997,-2.9397,2.2353,176.5279,-0.459644,2.144046,-0.39488,0.017707,0.01365,0.009698,-0.999703,0.090491,-0.173932,1.331171,-0.937,41.059
3.6137,0.052716,-0.160307,1.339033,-2.962,2.2606,176.47,-0.45889,2.144011,-0.393903,0.019432,0.013941,0.007925,-0.999683,0.091019,-0.172817,1.331133,3.059,41.0614
3.766,0.053209,-0.159156,1.338916,-2.9203,2.2869,176.448,-0.458032,2.14395,-0.39296,0.017464,0.012837,0.010245,-0.999713,0.091469,-0.171624,1.33107,5.464,40.997
3.9237,0.05469,-0.155692,1.33852,-2.7799,2.3671,176.3891,-0.455623,2.143583,-0.390365,0.018748,0.013141,0.011007,-0.999677,0.09268,-0.168296,1.330705,4.701,40.7822
4.0705,0.056976,-0.150366,1.33788,-2.5637,2.4909,176.2995,-0.452103,2.142891,-0.385999,0.01752,0.016879,0.010636,-0.999647,0.094955,-0.163172,1.33,1.672,40.8473
4.2214,0.060305,-0.142671,1.336887,-2.25,2.6707,176.1718,-0.447173,2.1419,-0.37996,0.018475,0.022911,0.008331,-0.999532,0.098074,-0.156029,1.328994,2.786,40.832
4.3733,0.064614,-0.132807,1.335495,-1.8459,2.9029,176.0112,-0.439842,2.140702,-0.372167,0.018356,0.015039,0.020108,-0.999516,0.101663,-0.145949,1.327801,4.379,40.0564
4.5332,0.07023,-0.120116,1.333506,-1.3225,3.2043,175.81,-0.43133,2.138737,-0.361964,0.01686,0.016275,0.02542,-0.999402,0.10684,-0.133715,1.325815,5.886,39.8043
4.6756,0.075788,-0.107733,1.331347,-0.8077,3.5014,175.6195,-0.422416,2.136619,-0.351653,0.018005,0.018578,0.029904,-0.999218,0.111927,-0.121073,1.323683,6.779,39.277
4.8291,0.080935,-0.096419,1.329181,-0.3336,3.7755,175.4505,-0.41409,2.134202,-0.341648,0.018735,0.01981,0.035202,-0.999008,0.116997,-0.109089,1.321246,2.17,39.0389
4.9739,0.084975,-0.087637,1.327372,0.037,3.9901,175.3228,-0.408161,2.132408,-0.334152,0.017379,0.021976,0.038433,-0.998868,0.120937,-0.100387,1.319429,5.108,38.9737
5.118,0.088079,-0.080948,1.325918,0.3209,4.1545,175.2275,-0.403448,2.130867,-0.327936,0.018943,0.024262,0.039831,-0.998732,0.124295,-0.09335,1.317862,-0.909,39.1185
5.2664,0.090348,-0.076091,1.32482,0.5279,4.2745,175.1595,-0.39977,2.12983,-0.324116,0.021208,0.027465,0.043646,-0.998444,0.126001,-0.088329,1.316831,5.868,38.532
5.4249,0.091732,-0.073142,1.324137,0.6539,4.3475,175.1186,-0.397731,2.129064,-0.321465,0.02123,0.027447,0.042821,-0.99848,0.127416,-0.085301,1.316055,3.854,38.5547
5.5707,0.092134,-0.072306,1.323944,0.6833,4.3773,175.11,-0.397337,2.128762,-0.320764,0.018845,0.027663,0.044386,-0.998454,0.127853,-0.084628,1.315747,0.948,38.6635
5.7301,0.092996,-0.070706,1.323609,0.6738,4.5261,175.1243,-0.396065,2.128318,-0.319296,0.01996,0.021279,0.047449,-0.998448,0.128571,-0.082824,1.315301,2.303,38.49
5.878,0.09468,-0.067557,1.32294,0.655,4.8189,175.1523,-0.394204,2.127656,-0.316335,0.022014,0.020888,0.047059,-0.998431,0.130347,-0.079816,1.314617,9.382,38.6225
6.0406,0.097469,-0.062278,1.321786,0.6236,5.3093,175.1987,-0.390795,2.126582,-0.31136,0.028557,0.0289,0.044735,-0.998172,0.133203,-0.07451,1.313515,0.59,38.6638
6.1907,0.100898,-0.055683,1.320288,0.5842,5.9216,175.256,-0.386675,2.124655,-0.305327,0.031635,0.025853,0.04843,-0.997991,0.136653,-0.068081,1.311553,2.175,38.8385
6.3372,0.104947,-0.047733,1.318399,0.5365,6.6589,175.3238,-0.381243,2.12265,-0.297908,0.040078,0.026776,0.047991,-0.997684,0.140742,-0.059853,1.309514,1.806,38.822
6.4819,0.108657,-0.040286,1.316547,0.4917,7.3493,175.3862,-0.376418,2.12065,-0.291156,0.043626,0.02491,0.051228,-0.997423,0.144511,-0.05247,1.30748,4.944,38.9382
6.6247,0.111469,-0.034534,1.315063,0.457,7.8824,175.4337,-0.372579,2.11896,-0.285576,0.048123,0.025935,0.051668,-0.997167,0.147692,-0.046499,1.305759,5.804,39.2668
6.7724,0.113601,-0.030105,1.313887,0.4302,8.2927,175.4698,-0.369089,2.117415,-0.281692,0.050876,0.024382,0.057281,-0.996763,0.149525,-0.04161,1.304212,3.605,38.9424
6.9351,0.115038,-0.027089,1.31307,0.4119,8.5721,175.4941,-0.367183,2.116563,-0.278686,0.052994,0.023279,0.055276,-0.996792,0.151314,-0.038539,1.303339,-0.683,39.2655
7.0823,0.115548,-0.026011,1.312775,0.4054,8.672,175.5028,-0.366457,2.116268,-0.27777,0.055778,0.023679,0.054964,-0.996648,0.151792,-0.037473,1.303041,5.025,39.2396
7.233,0.116083,-0.024871,1.312644,0.405,8.6675,175.5066,-0.365697,2.116084,-0.277143,0.055574,0.019339,0.057735,-0.996596,0.152001,-0.036509,1.302862,5.405,39.0036
7.3781,0.117572,-0.021681,1.312283,0.4043,8.6468,175.5167,-0.363613,2.115869,-0.274513,0.055406,0.020299,0.056115,-0.996679,0.153395,-0.033458,1.302638,9.537,38.9228
7.527,0.12009,-0.016233,1.31164,0.4032,8.6116,175.534,-0.359274,2.115067,-0.269745,0.053139,0.021199,0.060108,-0.996551,0.155654,-0.02742,1.301836,-0.845,38.5493
7.6696,0.123325,-0.009128,1.310749,0.4018,8.5656,175.5565,-0.354389,2.11408,-0.26362,0.052805,0.024972,0.056223,-0.996708,0.158871,-0.020278,1.30083,0.585,38.5516
7.8266,0.126103,-0.002926,1.309924,0.4006,8.5254,175.5762,-0.350158,2.113294,-0.258774,0.055314,0.02217,0.054953,-0.996709,0.161249,-0.014302,1.300039,8.007,38.2412
7.9752,0.127708,0.000699,1.309422,0.3998,8.502,175.5877,-0.347374,2.112796,-0.255607,0.054234,0.019416,0.056459,-0.996742,0.162795,-0.010379,1.299538,5.974,38.0993
8.1241,0.128337,0.002129,1.309219,0.3996,8.4927,175.5922,-0.346471,2.11265,-0.253944,0.052476,0.023782,0.053751,-0.996891,0.163865,-0.008819,1.299377,5.239,38.4573
8.2703,0.128827,0.003372,1.308943,0.4123,8.4747,175.6274,-0.345227,2.112232,-0.253259,0.052818,0.019712,0.058847,-0.996674,0.163898,-0.007395,1.298974,1.823,38.0169
8.4175,0.130196,0.006873,1.308149,0.4486,8.4234,175.7276,-0.34275,2.111493,-0.250923,0.052419,0.019963,0.058845,-0.99669,0.164835,-0.00412,1.298244,7.139,37.6675
8.5672,0.132494,0.012842,1.306764,0.5106,8.336,175.8985,-0.338839,2.110185,-0.24657,0.052618,0.017762,0.056732,-0.996844,0.166903,0.001354,1.296934,6.961,37.5848
8.7266,0.135881,0.021858,1.304594,0.6043,8.204,176.1563,-0.332055,2.107994,-0.239435,0.051323,0.016785,0.056626,-0.996934,0.170121,0.010661,1.29475,-0.712,37.3449
8.8794,0.139912,0.032952,1.301798,0.7195,8.0417,176.4731,-0.324029,2.105273,-0.231468,0.048695,0.011378,0.058675,-0.997024,0.173502,0.021457,1.292048,2.616,36.8166
9.0363,0.144588,0.046375,1.298227,0.859,7.8454,176.8559,-0.313852,2.101544,-0.221042,0.044247,0.007524,0.059378,-0.997226,0.178068,0.035298,1.288335,0.971,36.6259
9.1762,0.148104,0.056912,1.295279,0.9686,7.6913,177.1561,-0.305749,2.098464,-0.213608,0.043703,0.003969,0.06011,-0.997227,0.180927,0.045925,1.285289,-0.693,36.0257
9.3195,0.150889,0.065561,1.292765,1.0587,7.5649,177.4024,-0.299304,2.096043,-0.207215,0.043758,0.002494,0.058583,-0.99732,0.183629,0.054596,1.282883,0.57,35.9139
9.4658,0.152925,0.072068,1.290817,1.1265,7.4696,177.5877,-0.294585,2.094148,-0.202374,0.041657,0.006806,0.055204,-0.997583,0.185748,0.061018,1.280996,5.051,35.9985
9.6081,0.154197,0.076219,1.289549,1.1698,7.4089,177.7059,-0.290956,2.092822,-0.199544,0.040889,0.000232,0.059735,-0.997377,0.186585,0.065551,1.279697,5.827,35.4942
9.7508,0.154805,0.078226,1.288929,1.1908,7.3795,177.7631,-0.289287,2.092105,-0.19801,0.042559,0.001548,0.05948,-0.997321,0.187174,0.067742,1.278986,5.103,35.448
9.8978,0.155076,0.079024,1.288733,1.1925,7.3732,177.7698,-0.288939,2.091974,-0.197605,0.042676,0.00319,0.05723,-0.997443,0.187373,0.068238,1.278855,0.864,35.4539
10.043,0.156011,0.081672,1.288136,1.1905,7.3583,177.774,-0.286838,2.091206,-0.195844,0.041648,-9e-05,0.059742,-0.997345,0.187967,0.070917,1.278099,-0.935,35.1789
10.1903,0.157677,0.086443,1.287041,1.1869,7.3314,177.7816,-0.283454,2.090271,-0.192066,0.040197,-0.002817,0.060289,-0.997367,0.189772,0.075657,1.277162,4.694,35.2707
10.3364,0.160031,0.093301,1.285423,1.1817,7.2926,177.7924,-0.278246,2.08849,-0.187285,0.041642,0.001135,0.05732,-0.997486,0.191619,0.082487,1.275403,0.641,34.8588
10.48,0.162151,0.099601,1.283889,1.1768,7.257,177.8024,-0.273389,2.08708,-0.182104,0.040502,0.006185,0.05653,-0.99756,0.193993,0.08918,1.273996,2.754,34.9339
10.6289,0.163583,0.103924,1.282811,1.1735,7.2325,177.8092,-0.270032,2.08574,-0.179166,0.041075,0.002884,0.056628,-0.997546,0.195049,0.093519,1.272673,1.608,34.658
10.7863,0.164308,0.106136,1.282251,1.1718,7.2199,177.8127,-0.268117,2.085198,-0.177518,0.039915,-0.002464,0.058493,-0.997486,0.195634,0.09598,1.272141,0.858,34.4485
10.9297,0.164556,0.106897,1.282057,1.1712,7.2156,177.814,-0.267663,2.085101,-0.177132,0.04147,0.00026,0.057262,-0.997498,0.195769,0.096561,1.272047,2.758,34.3697
11.0751,0.165387,0.109458,1.2814,1.1692,7.2011,177.8181,-0.265877,2.084381,-0.175324,0.039464,0.001558,0.05717,-0.997583,0.196549,0.098981,1.27133,4.875,34.3836
11.2212,0.166893,0.114152,1.280177,1.1654,7.1745,177.8257,-0.262307,2.083096,-0.171954,0.040299,0.002438,0.056356,-0.997594,0.197896,0.103705,1.270058,2.108,34.2449
11.3653,0.168997,0.120833,1.278392,1.16,7.1365,177.8366,-0.257186,2.081402,-0.167466,0.041295,0.004926,0.057483,-0.99748,0.199523,0.110324,1.268389,4.429,33.7988
11.5252,0.171134,0.127769,1.276486,1.1543,7.097,177.8478,-0.251848,2.079413,-0.162368,0.039933,-0.000349,0.05694,-0.997579,0.201586,0.117415,1.266418,6.175,33.7037
11.6709,0.172378,0.131883,1.27533,1.151,7.0736,177.8545,-0.248344,2.078098,-0.159113,0.04,0.002466,0.05626,-0.997611,0.20286,0.122029,1.265117,2.097,33.6234
11.8227,0.17299,0.133926,1.274748,1.1493,7.0619,177.8579,-0.246736,2.077476,-0.157752,0.038819,-0.000536,0.057813,-0.997572,0.203325,0.124087,1.264503,3.643,33.4959
11.9674,0.173218,0.134692,1.274529,1.1487,7.0575,177.8591,-0.246234,2.077373,-0.157116,0.037478,-0.002208,0.059187,-0.997541,0.203661,0.124823,1.264398,4.008,33.5681
12.1157,0.17401,0.137366,1.273759,1.1465,7.0422,177.8634,-0.24415,2.076567,-0.155488,0.038791,0.000372,0.056854,-0.997629,0.204143,0.127428,1.263608,4.988,33.3134
12.2612,0.175378,0.142039,1.272392,1.1426,7.0155,177.8708,-0.240664,2.075084,-0.15245,0.039776,-0.000286,0.056468,-0.997612,0.205225,0.13193,1.262143,0.59,33.138
12.4079,0.177352,0.148927,1.270333,1.1369,6.976,177.8819,-0.235649,2.073336,-0.147799,0.040081,0.003612,0.052658,-0.997801,0.207045,0.138528,1.260414,4.05,32.9874
12.5649,0.179208,0.155557,1.2683,1.1314,6.9378,177.8925,-0.23004,2.070974,-0.142792,0.038329,0.005576,0.054119,-0.997783,0.208892,0.145825,1.258079,4.211,32.8687
12.7124,0.180325,0.159629,1.267026,1.128,6.9144,177.899,-0.226714,2.069536,-0.140084,0.037892,-0.00157,0.056122,-0.997703,0.209754,0.150034,1.256663,1.833,32.6426
12.8589,0.180843,0.161537,1.266422,1.1264,6.9033,177.9021,-0.224956,2.068942,-0.138761,0.037701,-0.000721,0.057039,-0.99766,0.210118,0.152208,1.256083,6.613,32.4191
13.0134,0.180963,0.162024,1.266151,1.1114,6.9105,177.8972,-0.224689,2.06863,-0.138575,0.038656,0.000201,0.056304,-0.997665,0.210154,0.152534,1.255773,-0.806,32.4014
13.1623,0.181251,0.16327,1.265282,1.0516,6.9436,177.8762,-0.223883,2.067688,-0.137563,0.038054,0.001051,0.055555,-0.99773,0.210661,0.153722,1.254829,1.724,32.6403
13.3083,0.181743,0.165431,1.263766,0.9475,7.0006,177.8395,-0.222083,2.066382,-0.136543,0.040673,0.002933,0.051323,-0.997849,0.210713,0.155804,1.253545,4.776,32.1934
13.4599,0.182456,0.168655,1.261479,0.7913,7.0849,177.7842,-0.219371,2.064022,-0.134081,0.039791,-0.000244,0.052959,-0.997804,0.211604,0.159365,1.251198,-0.805,32.2745
13.6026,0.1833,0.172616,1.258629,0.5978,7.187,177.7155,-0.216188,2.061189,-0.131562,0.040765,0.002593,0.050936,-0.997866,0.212318,0.163378,1.248388,-0.715,32.1283
13.7522,0.184291,0.177494,1.255055,0.3572,7.3106,177.6295,-0.212146,2.05735,-0.128535,0.043978,0.003771,0.04878,-0.997834,0.213063,0.168397,1.244583,-1.285,31.942
13.9193,0.185223,0.182356,1.251423,0.1148,7.4315,177.5424,-0.207961,2.053694,-0.125458,0.04618,0.006785,0.046794,-0.997813,0.213795,0.173566,1.240962,0.555,31.671
14.0659,0.185812,0.185585,1.248971,-0.0477,7.5105,177.4836,-0.205121,2.050992,-0.123631,0.048783,0.010297,0.046286,-0.997683,0.214051,0.176958,1.238291,4.839,31.3996
14.2114,0.186215,0.187875,1.247212,-0.1637,7.5659,177.4416,-0.203307,2.049103,-0.122382,0.049629,0.003094,0.047173,-0.997648,0.214283,0.179163,1.23642,0.58,31.3077
14.3594,0.186461,0.189313,1.246099,-0.2368,7.6004,177.415,-0.201964,2.047844,-0.121524,0.049964,0.002828,0.0472,-0.997631,0.214399,0.180764,1.235176,-1.024,31.1918
14.5136,0.186558,0.189867,1.245673,-0.2638,7.6132,177.4061,-0.201484,2.047425,-0.121041,0.05113,0.008166,0.044455,-0.997669,0.214599,0.181415,1.234758,2.508,31.2546
14.6665,0.186802,0.190868,1.245011,-0.2791,7.6272,177.425,-0.200771,2.046879,-0.120195,0.050138,0.00855,0.04371,-0.997749,0.215013,0.182441,1.23421,5.763,31.3612
14.8136,0.18734,0.193077,1.243543,-0.313,7.6583,177.4668,-0.199078,2.045302,-0.118918,0.051176,0.006489,0.044748,-0.997666,0.215334,0.184547,1.232647,2.148,31.2269
14.9598,0.188187,0.196555,1.241202,-0.3665,7.7075,177.5329,-0.196191,2.042903,-0.116827,0.052252,0.003388,0.046594,-0.997541,0.215814,0.188096,1.230274,-0.677,30.8905
15.1166,0.189382,0.201475,1.237832,-0.4428,7.7778,177.627,-0.192618,2.039691,-0.113719,0.053046,0.005447,0.043137,-0.997645,0.216864,0.192728,1.227082,5.812,30.7789
15.265,0.190823,0.207422,1.233663,-0.5358,7.8638,177.7415,-0.187738,2.035358,-0.109845,0.053201,-0.000624,0.047772,-0.99744,0.21797,0.198885,1.222784,3.426,30.4654
15.426,0.192712,0.215245,1.228016,-0.6594,7.979,177.8935,-0.182041,2.029859,-0.10471,0.05492,0.00288,0.044715,-0.997485,0.219791,0.206356,1.217313,5.117,30.4437
15.5726,0.194347,0.222041,1.222955,-0.7682,8.0808,178.027,-0.176613,2.024543,-0.099736,0.055558,0.00276,0.039883,-0.997655,0.221597,0.213511,1.212021,-0.81,30.5755
15.7242,0.195728,0.227801,1.218549,-0.8614,8.1686,178.1412,-0.171828,2.01996,-0.096346,0.057064,-0.004268,0.043118,-0.99743,0.222306,0.219367,1.207483,5.345,29.9988
15.87,0.196758,0.232107,1.215182,-0.9317,8.2351,178.2272,-0.168264,2.016281,-0.093278,0.060026,0.000513,0.040537,-0.997373,0.223309,0.223978,1.203825,0.582,30.0011
16.0229,0.19753,0.235345,1.21261,-0.9849,8.2856,178.2923,-0.165566,2.013761,-0.090936,0.059695,-0.001322,0.041843,-0.997338,0.224095,0.227474,1.20132,3.905,29.9178
16.1754,0.198004,0.237335,1.21101,-1.0178,8.3169,178.3325,-0.164072,2.012127,-0.089497,0.058595,-0.000624,0.040541,-0.997458,0.224648,0.229477,1.199691,3.817,29.9963
16.3262,0.198184,0.238092,1.210398,-1.0303,8.3288,178.3478,-0.163593,2.011399,-0.088854,0.059228,0.000372,0.040251,-0.997433,0.224982,0.230205,1.198961,6.567,30.1849
16.4844,0.198436,0.239401,1.209851,-1.0292,8.3171,178.3503,-0.16273,2.01091,-0.088222,0.060083,0.000886,0.036823,-0.997514,0.225139,0.231266,1.198479,6.891,30.142
16.6364,0.199109,0.242952,1.208367,-1.0256,8.2847,178.3566,-0.15948,2.009427,-0.086277,0.059857,-0.000875,0.041004,-0.997364,0.225353,0.235062,1.197034,0.666,29.6557
16.7877,0.200178,0.248749,1.20591,-1.0197,8.2316,178.3669,-0.155066,2.006979,-0.083107,0.058987,-0.004646,0.041907,-0.997368,0.226102,0.240462,1.194624,1.623,29.4638
16.9533,0.201529,0.256382,1.202611,-1.0119,8.1616,178.3805,-0.149422,2.003555,-0.078114,0.065796,0.018676,0.022899,-0.997396,0.227888,0.247796,1.191229,0.566,29.9681
17.1034,0.202373,0.261343,1.200427,-1.0068,8.116,178.3893,-0.14494,2.001364,-0.075058,0.062343,0.012494,0.027364,-0.997601,0.228513,0.253202,1.189081,-0.717,29.6365
17.255,0.202837,0.264139,1.199183,-1.0039,8.0902,178.3943,-0.142124,2.000082,-0.073351,0.058378,0.005193,0.034637,-0.99768,0.228719,0.2565,1.187831,1.037,29.2762
17.4164,0.202982,0.265024,1.198787,-1.003,8.0821,178.3959,-0.141847,1.999815,-0.073096,0.061315,0.010801,0.028961,-0.99764,0.228812,0.256866,1.187565,5.284,29.3209
17.5676,0.203328,0.26716,1.197827,-1.0011,8.0624,178.3995,-0.139999,1.998649,-0.072046,0.059932,0.002366,0.035743,-0.99756,0.228874,0.259003,1.186422,6.884,29.1405
17.7218,0.204033,0.271602,1.195812,-0.9969,8.0215,178.4071,-0.136587,1.996834,-0.069651,0.063488,0.008423,0.028819,-0.997531,0.229407,0.263151,1.184638,2.974,28.9848
17.8823,0.205098,0.278597,1.192588,-0.9904,7.9568,178.419,-0.130491,1.993614,-0.065551,0.058999,0.005675,0.034179,-0.997657,0.230198,0.270482,1.181478,4.534,28.6232
18.0354,0.206023,0.28498,1.18959,-0.9844,7.8976,178.4299,-0.124758,1.990346,-0.061938,0.056208,-0.002556,0.037586,-0.997708,0.230719,0.277267,1.178273,-0.726,28.239
18.1989,0.206619,0.289272,1.187543,-0.9804,7.8578,178.4372,-0.121439,1.98831,-0.059455,0.056046,0.001611,0.034541,-0.997829,0.231364,0.281375,1.176265,12.843,28.3178
18.3491,0.206845,0.290942,1.18674,-0.9788,7.8422,178.4401,-0.120318,1.987412,-0.058905,0.065997,0.016979,0.022354,-0.997425,0.231318,0.282635,1.175382,4.772,28.23
18.4939,0.206991,0.291959,1.186183,-0.9536,7.8054,178.4475,-0.118698,1.986783,-0.057871,0.054963,-0.00149,0.038621,-0.99774,0.231486,0.284555,1.17477,-0.726,28.0199
18.6449,0.207484,0.295448,1.184237,-0.8583,7.6693,178.4746,-0.116782,1.985004,-0.056628,0.063548,0.017001,0.021839,-0.997595,0.231671,0.286847,1.173012,0.598,28.0172
18.7958,0.208326,0.301616,1.180754,-0.6892,7.4284,178.5218,-0.11101,1.981568,-0.052847,0.05231,0.000254,0.037603,-0.997923,0.232317,0.293746,1.169635,-0.739,27.589
18.9628,0.209574,0.311338,1.175155,-0.4213,7.0483,178.5938,-0.102986,1.976248,-0.047997,0.049053,0.003123,0.036493,-0.998124,0.232838,0.303159,1.164408,2.038,26.9
19.1125,0.210913,0.322747,1.16841,-0.1043,6.6011,178.6749,-0.093925,1.969571,-0.042244,0.048479,0.010034,0.03069,-0.998302,0.233651,0.313923,1.157829,1.865,26.5859
19.2623,0.212286,0.335892,1.160398,0.2645,6.0844,178.7634,-0.082171,1.961749,-0.035281,0.039538,0.000687,0.037555,-0.998512,0.234286,0.327648,1.150146,0.61,25.6326
19.4162,0.213356,0.347623,1.153025,0.5971,5.6218,178.8381,-0.072442,1.954594,-0.029933,0.038089,0.004212,0.034014,-0.998686,0.234419,0.338829,1.143116,5.085,24.8832
19.5701,0.214076,0.35663,1.147217,0.855,5.2655,178.8926,-0.06452,1.948687,-0.025511,0.032882,0.004728,0.038217,-0.998717,0.234586,0.347965,1.13731,8.722,24.3703
19.7217,0.214525,0.362908,1.143092,1.036,5.0166,178.929,-0.058599,1.944189,-0.022289,0.026698,-0.001137,0.040555,-0.99882,0.234634,0.354756,1.132889,1.442,23.9775
19.8797,0.214777,0.366731,1.140548,1.1468,4.8648,178.9507,-0.055811,1.941824,-0.020639,0.034838,0.016218,0.025953,-0.998924,0.234767,0.358017,1.130556,1.647,23.9864
20.0283,0.214849,0.367879,1.139783,1.1789,4.8206,178.9569,-0.054149,1.940874,-0.019806,0.02512,0.003081,0.038825,-0.998926,0.234727,0.359888,1.12963,0.563,23.7085
20.1796,0.214914,0.369287,1.138959,1.177,4.8124,178.9584,-0.053422,1.940027,-0.019269,0.030186,0.010669,0.03201,-0.998975,0.234849,0.360789,1.128789,2.086,23.9389
20.3333,0.215061,0.372701,1.136947,1.1725,4.7925,178.9622,-0.050013,1.938207,-0.017588,0.023572,-0.000765,0.041744,-0.99885,0.234746,0.364611,1.127017,5.464,23.4859
20.4916,0.215271,0.378355,1.133575,1.1649,4.7594,178.9685,-0.045177,1.934738,-0.015129,0.024385,-0.002304,0.041083,-0.998855,0.234638,0.370077,1.123614,5.74,23.299
20.6417,0.215455,0.384532,1.129833,1.1565,4.7229,178.9754,-0.040129,1.930961,-0.012297,0.029172,0.014813,0.029939,-0.999016,0.234756,0.375905,1.1199,4.268,23.3586
20.7921,0.215555,0.388851,1.127179,1.1507,4.6973,178.9802,-0.03562,1.928082,-0.010289,0.024343,-0.000492,0.040451,-0.998885,0.234413,0.380868,1.11709,5.064,22.8286
