iteration,phase,sample_type,nearest_idx,node_count,accepted,collision,collision_pairs,reason,cost,from_q,to_q,sample_q
18,add_node,random,5,20,True,False,,best_parent=0,0.23970794789265795,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.072531, 0.39435, 0.107293, 0.754614, -0.189015, 0.379804, 1.842973, -0.648661]","[2.084443, -0.383676, 0.135102, 2.123146, -0.271632, -1.415474, 2.802959, -1.811593]"
19,add_node,random,17,21,True,False,,best_parent=0,0.3234384648455098,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.134235, 0.541021, 0.806066, 0.323867, -0.372285, -0.596734, 1.073558, 0.512554]","[4.953027, -0.111877, 0.741708, -3.074911, -0.0008, -3.042624, -2.932851, 2.481615]"
20,add_node,random,14,22,True,False,,best_parent=0,0.4495477317403349,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.478361, 0.371611, 0.64847, 0.567397, -0.672115, 0.533244, 0.289927, -0.787064]","[6.628934, -0.378683, 1.374801, -1.111252, -3.081656, 1.111924, -0.331577, -2.889367]"
21,add_node,random,21,23,True,False,,best_parent=0,0.4661117070881644,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.693639, 0.394775, 0.371603, 0.293656, -0.772521, 0.516196, 0.110602, -0.633083]","[6.2142, 0.66599, -2.870072, -2.911417, -1.948112, 0.316592, -1.989009, 1.169781]"
22,add_node,random,21,24,True,False,,best_parent=0,0.48656672911241533,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.781314, 0.263365, 0.777386, 0.770149, -0.699886, 0.414045, 0.322797, -0.715695]","[7.097341, -0.921451, 2.188457, 2.989401, -1.003847, -0.890671, 0.682582, 0.065486]"
23,add_node,goal_bias,15,25,True,False,,best_parent=0,0.33451693996964416,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[2.789045, 0.737631, -0.775517, -0.492133, 0.86272, 0.807301, 1.087145, -0.773054]","[3.896572, 0.946741, -3.127376, -2.339315, 2.165592, 1.895447, 0.002636, -1.909438]"
24,add_node,random,24,26,True,False,,best_parent=0,0.3519320031802768,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[2.675227, 0.631736, -0.842411, -0.74187, 1.051766, 0.689991, 1.205926, -0.716452]","[1.587796, -0.379987, -1.481523, -3.127874, 2.857927, -0.430799, 2.340771, -0.17568]"
25,add_node,random,10,27,True,False,,best_parent=0,0.2388123552304842,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.012095, 0.712912, -0.519199, -0.315065, 0.36757, 0.754425, 1.506585, -0.13154]","[3.940968, 0.965464, -0.158756, -2.853542, -0.527338, 1.242053, 1.932418, 2.432469]"
26,add_node,goal_bias,25,28,True,False,,best_parent=0,0.4221403895286949,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[2.832309, 0.67225, -1.136291, -0.947325, 1.195021, 0.84503, 1.051165, -0.869888]","[3.896572, 0.946741, -3.127376, -2.339315, 2.165592, 1.895447, 0.002636, -1.909438]"
27,add_node,random,23,29,True,False,,best_parent=0,0.5043023853960189,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[4.09768, 0.19955, 0.507163, 0.777422, -0.618217, 0.178044, 0.266027, -0.613985]","[7.460779, -0.478827, -2.365421, 0.854736, 0.24995, -2.330742, -0.337465, 0.467233]"
28,add_node,random,22,30,True,False,,best_parent=0,0.48388130658278355,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.951829, 0.388023, 0.605776, 0.075719, -0.91743, 0.705316, 0.278089, -0.482482]","[6.067499, 0.332701, 2.524643, -1.710108, -2.104843, 2.255004, 1.650509, 0.751583]"
29,add_node,random,23,31,True,False,,best_parent=0,0.5373525904836635,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.96679, 0.301241, 1.019437, 1.012679, -0.845627, 0.487626, 0.061436, -0.651283]","[5.486873, 0.611657, 3.003189, 3.000359, -2.040066, 1.090665, -2.080579, -0.123393]"
30,add_node,random,27,32,True,False,,best_parent=0,0.45982220928654943,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.105205, 0.559245, -1.144853, -1.083601, 1.307064, 1.001393, 1.168637, -0.969834]","[6.835796, -0.98558, -1.261899, -2.946547, 2.838734, 3.138946, 2.77452, -2.336139]"
31,add_node,random,29,33,True,False,,best_parent=0,0.50553453480217,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[4.176663, 0.435229, 0.602878, -0.145859, -0.682618, 0.621596, 0.023017, -0.333556]","[6.683056, 0.961469, 0.570575, -2.615957, 1.935008, -0.311691, -2.820456, 1.326634]"
32,add_node,random,31,34,True,False,,best_parent=0,0.47858420725641476,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[2.928801, 0.452353, -1.081415, -1.140703, 1.459209, 0.97641, 1.005148, -0.720236]","[1.190717, -0.600846, -0.456368, -1.703327, 2.958277, 0.730251, -0.605686, 1.739024]"
33,add_node,random,27,35,True,False,,best_parent=0,0.4576728829104007,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[2.74237, 0.664389, -1.249297, -0.810579, 1.400993, 0.703833, 0.666137, -0.937761]","[2.292422, 0.625058, -1.814642, -0.126468, 2.431433, -0.002548, -1.260085, -1.277314]"
34,add_node,random,34,36,True,False,,best_parent=0,0.46564934065913716,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.165646, 0.663723, -1.184856, -0.849277, 1.462307, 0.390591, 0.551427, -0.801759]","[6.828623, 0.657966, -0.627196, -1.184166, 1.992908, -2.320163, -0.441255, 0.375185]"
35,add_node,random,28,37,True,False,,best_parent=0,0.51660253349711,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.948131, 0.127894, 0.676198, 0.573816, -0.284338, 0.146159, 0.194516, -0.610395]","[2.846458, -0.399974, 1.921417, -0.926078, 2.175234, -0.088726, -0.332279, -0.583949]"
36,add_node,random,36,38,True,False,,best_parent=0,0.5477403043842622,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[4.150443, 0.068096, 0.406185, 0.599428, -0.092373, -0.097699, 0.048919, -0.624762]","[6.425071, -0.604218, -2.629612, 0.88739, 2.065913, -2.839443, -1.588053, -0.786294]"
37,add_node,random,20,39,True,False,,best_parent=0,0.3390847932912906,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.261879, 0.536797, 0.483238, 0.150411, -0.457237, -0.78274, 1.115368, 0.765666]","[4.443817, 0.497689, -2.506037, -1.455729, -1.243861, -2.505083, 1.502508, 3.109401]"
38,add_node,random,21,40,True,False,,best_parent=0,0.48529039328378604,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.138374, 0.358089, 0.516172, 0.691262, -0.892897, 0.527127, 0.007995, -0.915303]","[0.904294, 0.269236, -0.35317, 1.505189, -2.343667, 0.486931, -1.844603, -1.757977]"
39,add_node,goal_bias,34,41,True,False,,best_parent=0,0.5258420405552012,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[2.918161, 0.707392, -1.535338, -1.043414, 1.517446, 0.885322, 0.565082, -1.085752]","[3.896572, 0.946741, -3.127376, -2.339315, 2.165592, 1.895447, 0.002636, -1.909438]"
40,add_node,random,38,42,True,False,,best_parent=0,0.37469429935621756,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.372452, 0.564879, 0.264166, 0.220094, -0.410166, -0.738908, 0.727519, 0.9374]","[4.195926, 0.774016, -1.367327, 0.73905, -0.059612, -0.412477, -2.160919, 2.216353]"
41,add_node,random,31,43,True,False,,best_parent=0,0.5243350360986354,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.26299, 0.501351, -1.375606, -1.280313, 1.310273, 1.207834, 1.19369, -1.231422]","[4.034284, 0.218351, -2.503585, -2.241891, 1.325961, 2.216969, 1.316158, -2.510128]"
42,add_node,random,35,44,True,False,,best_parent=0,0.5101384475978875,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.076264, 0.636336, -1.342226, -1.027695, 1.574377, 0.405697, 0.298309, -0.475404]","[2.177989, 0.3611, -2.923781, -2.820776, 2.700667, 0.557502, -2.245505, 2.804427]"
43,add_node,random,37,45,True,False,,best_parent=0,0.5772838877716816,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[4.410608, -0.002029, 0.349527, 0.746875, -0.284364, -0.288305, 0.221774, -0.806774]","[7.128434, -0.734594, -0.242355, 2.287196, -2.290013, -2.279475, 2.027514, -2.708174]"
44,add_node,random,44,46,True,False,,best_parent=0,0.6162777614119326,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[4.633937, -0.074136, 0.102578, 0.569186, -0.097037, -0.376196, 0.184726, -0.988093]","[7.189376, -0.89922, -2.723121, -1.464013, 2.046452, -1.381889, -0.239192, -3.062831]"
45,add_node,random,30,47,True,False,,best_parent=0,0.5691722159078408,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.673091, 0.281527, 1.139537, 1.202415, -1.068936, 0.29241, -0.152742, -0.552326]","[2.070917, 0.173987, 1.794699, 2.237458, -2.287123, -0.772521, -1.321115, -0.012499]"
46,add_node,random,45,48,True,False,,best_parent=0,0.6255719911978433,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[4.653919, -0.129741, -0.206722, 0.326583, 0.076821, -0.496998, 0.267835, -0.863919]","[4.811515, -0.568303, -2.646221, -1.586867, 1.448065, -1.44978, 0.923331, 0.115469]"
47,add_node,random,47,49,True,False,,best_parent=0,0.62144325836161,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[4.653194, -0.156752, -0.530918, 0.248916, 0.245557, -0.580946, 0.426422, -0.592981]","[4.64771, -0.361215, -2.984967, -0.338998, 1.522831, -1.216403, 1.626864, 1.457922]"
48,add_node,random,18,50,True,False,,best_parent=0,0.3281507002006385,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.232955, 0.523618, 1.281226, 0.650124, -0.446106, -0.075005, 1.767947, 0.716942]","[5.049286, 0.393762, 2.337578, 2.458876, -1.320832, 1.897706, 2.89642, 2.654689]"
49,add_node,random,8,51,True,False,,best_parent=0,0.2634634721252983,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[2.881309, 0.358904, 0.13333, -0.12837, -0.116759, 0.592478, 1.686847, -0.068062]","[2.39849, -0.391287, -1.822541, -2.41741, -2.70876, 2.804597, 2.541433, 2.952705]"
50,add_node,random,18,52,True,False,,best_parent=0,0.2869327475421381,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[2.904952, 0.59719, 1.194006, 0.682405, -0.073171, -0.53377, 1.759673, 0.587419]","[2.190002, 0.999124, 1.502934, 2.482646, 1.775831, -2.027872, 2.68396, 1.367389]"
51,add_node,random,48,53,True,False,,best_parent=0,0.6703056084564916,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[4.918038, -0.229986, -0.54149, 0.087871, 0.329028, -0.843951, 0.54455, -0.790618]","[6.42745, -0.64737, -0.601743, -0.82996, 0.804746, -2.342881, 1.217793, -1.917004]"
52,add_node,random,48,54,True,False,,best_parent=0,0.6494620731162312,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[4.293351, -0.214907, -0.653851, 0.361997, 0.330281, -0.759562, 0.162829, -0.565211]","[0.126942, -0.888255, -2.077215, 1.671302, 1.31124, -2.827659, -2.889157, -0.243683]"
53,add_node,random,45,55,True,False,,best_parent=0,0.6346582538318832,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[4.857791, -0.048761, -0.10881, 0.805807, -0.314666, -0.557943, 0.212953, -1.168443]","[6.920894, 0.185098, -2.057019, 2.986567, -2.320403, -2.23297, 0.473096, -2.830598]"
54,choose_parent,random,1,55,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[2.65693, 0.644107, 0.00188, 0.580511, 0.361131, 0.234257, 2.109417, 0.012843]","[4.323673, -0.071803, 0.573013, 0.980803, -0.107603, -0.237036, 0.209208, -1.053614]","[3.753165, -0.529698, 2.039644, 2.515958, 1.052395, 0.099414, 0.126743, -2.673503]"
54,add_node,random,44,56,True,False,,best_parent=0,0.6100786819769686,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[4.323673, -0.071803, 0.573013, 0.980803, -0.107603, -0.237036, 0.209208, -1.053614]","[3.753165, -0.529698, 2.039644, 2.515958, 1.052395, 0.099414, 0.126743, -2.673503]"
55,add_node,random,52,57,True,False,,best_parent=0,0.6793398853917907,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[4.703831, -0.309819, -0.471544, 0.076259, 0.349429, -0.645575, 0.717365, -1.083724]","[3.261016, -0.847541, -0.00041, -0.001958, 0.486841, 0.690613, 1.88138, -3.057978]"
56,add_node,random,43,58,True,False,,best_parent=0,0.5563798409500714,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.026747, 0.590831, -1.420176, -1.169119, 1.539387, 0.661235, 0.013378, -0.237386]","[2.564212, 0.165766, -2.148305, -2.490157, 1.212549, 3.048209, -2.648147, 1.985932]"
57,add_node,random,30,59,True,False,,best_parent=0,0.5497035564456392,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.892045, 0.316842, 1.059183, 1.07777, -1.206298, 0.788906, 0.201748, -0.640416]","[3.518559, 0.394799, 1.257786, 1.403021, -3.008508, 2.294352, 0.902862, -0.586111]"
58,add_node,random,32,60,True,False,,best_parent=0,0.5553798317909024,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[4.406836, 0.428589, 0.756064, -0.33413, -0.773089, 0.417161, -0.197228, -0.086385]","[7.249141, 0.346593, 2.647686, -2.659001, -1.890273, -2.107311, -2.916934, 2.965823]"
59,add_node,random,53,61,True,False,,best_parent=0,0.7032550281070526,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[4.530611, -0.235922, -0.705343, 0.540657, 0.360156, -0.97271, -0.176976, -0.438262]","[6.475816, -0.408219, -1.12751, 2.005417, 0.605094, -2.720227, -2.962912, 0.602543]"
60,add_node,random,60,62,True,False,,best_parent=0,0.7086286030442444,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[4.60404, -0.25173, -0.91353, 0.609531, -0.043403, -0.949325, -0.091412, -0.271764]","[5.151988, -0.369692, -2.467083, 1.123493, -3.054883, -0.774816, 0.547094, 0.9707]"
61,add_node,random,36,63,True,False,,best_parent=0,0.523775838398106,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.818142, 0.05131, 0.78008, 0.589658, -0.076214, 0.471881, 0.335572, -0.550795]","[2.838953, -0.525584, 1.562611, 0.709, 1.491556, 2.925503, 1.398127, -0.101836]"
62,choose_parent,random,1,63,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[2.65693, 0.644107, 0.00188, 0.580511, 0.361131, 0.234257, 2.109417, 0.012843]","[4.252866, 0.140625, 0.393042, 0.802458, 0.277792, -0.210057, 0.077484, -0.57943]","[4.85975, 0.570378, 0.315168, 2.005477, 2.471134, -0.875814, 0.24674, -0.310821]"
62,add_node,random,37,64,True,False,,best_parent=0,0.5289911629891961,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[4.252866, 0.140625, 0.393042, 0.802458, 0.277792, -0.210057, 0.077484, -0.57943]","[4.85975, 0.570378, 0.315168, 2.005477, 2.471134, -0.875814, 0.24674, -0.310821]"
63,choose_parent,random,1,64,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[2.65693, 0.644107, 0.00188, 0.580511, 0.361131, 0.234257, 2.109417, 0.012843]","[5.131274, 0.021491, -0.326029, 0.904688, -0.123925, -0.797615, 0.192086, -1.240962]","[7.138032, 0.536986, -1.919939, 1.630255, 1.275697, -2.55628, 0.038974, -1.773092]"
63,add_node,random,54,65,True,False,,best_parent=0,0.6430706853905453,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[5.131274, 0.021491, -0.326029, 0.904688, -0.123925, -0.797615, 0.192086, -1.240962]","[7.138032, 0.536986, -1.919939, 1.630255, 1.275697, -2.55628, 0.038974, -1.773092]"
64,choose_parent,random,1,65,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[2.65693, 0.644107, 0.00188, 0.580511, 0.361131, 0.234257, 2.109417, 0.012843]","[5.463541, 0.109567, -0.431655, 0.895054, 0.006308, -0.572916, 0.085406, -1.367746]","[7.831425, 0.73724, -1.184395, 0.826402, 0.934408, 1.028395, -0.674848, -2.271261]"
64,add_node,random,64,66,True,False,,best_parent=0,0.6530371658873868,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[5.463541, 0.109567, -0.431655, 0.895054, 0.006308, -0.572916, 0.085406, -1.367746]","[7.831425, 0.73724, -1.184395, 0.826402, 0.934408, 1.028395, -0.674848, -2.271261]"
65,add_node,goal_bias,40,67,True,False,,best_parent=0,0.5969549693896504,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.093952, 0.750396, -1.821379, -1.276248, 1.633898, 1.066811, 0.464028, -1.233743]","[3.896572, 0.946741, -3.127376, -2.339315, 2.165592, 1.895447, 0.002636, -1.909438]"
66,add_node,random,26,68,True,False,,best_parent=0,0.26023294225318455,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[2.724664, 0.729571, -0.7496, -0.215425, 0.478588, 1.014662, 1.505351, 0.101697]","[0.640763, 0.850355, -2.420025, 0.506971, 1.283479, 2.901399, 1.496399, 1.792688]"
67,add_node,random,42,69,True,False,,best_parent=0,0.5264542057675564,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.468106, 0.391914, -1.231326, -1.257875, 1.321954, 1.242528, 1.484301, -1.256318]","[4.379208, -0.094197, -0.590449, -1.158206, 1.373841, 1.396635, 2.775164, -1.366902]"
68,add_node,random,32,70,True,False,,best_parent=0,0.5159633409996478,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.953975, 0.498887, 0.837954, -0.414369, -0.578847, 0.679848, -0.06297, -0.513002]","[2.465087, 0.924503, 2.409678, -2.209626, 0.11497, 1.069323, -0.637879, -1.712783]"
